id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15420,Rental unit in Edinburgh · ★4.98 · 1 bedroom · 1 bed · 1 bath,60423,Charlotte,,"Old Town, Princes Street and Leith Street",55.95759,-3.18805,Entire home/apt,126,3,492,2023-06-11,3.26,1,39,81,
24288,Loft in Edinburgh · ★4.62 · 2 bedrooms · 2 beds · 1.5 baths,46498,Gordon,,"Canongate, Southside and Dumbiedykes",55.94498320836646,-3.185293348616568,Entire home/apt,95,3,274,2023-05-29,1.77,1,46,46,
450745,Rental unit in Edinburgh · ★4.96 · 2 bedrooms · 2 beds · 1 bath,2238338,Jen,,"Canongate, Southside and Dumbiedykes",55.943081,-3.178438,Entire home/apt,177,2,194,2023-06-09,2.59,1,68,42,
458510,Rental unit in Edinburgh · ★4.86 · 1 bedroom · 1 bed · 1 bath,2280137,Gill,,Deans Village,55.95296,-3.20537,Entire home/apt,117,4,267,2023-06-08,1.99,12,86,35,
44552,Condo in Edinburgh · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,195950,Shaun,,South Leith,55.96612,-3.17184,Private room,48,4,267,2023-05-28,1.71,1,10,40,
480324,Rental unit in Edinburgh · ★4.83 · 3 bedrooms · 5 beds · 2.5 baths,2378566,Heather,,North Leith and Newhaven,55.97637,-3.17675,Entire home/apt,136,3,82,2023-05-27,0.78,2,55,15,
48645,Condo in Edinburgh · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,221474,Mark,,"Canongate, Southside and Dumbiedykes",55.95072,-3.18305,Private room,141,2,952,2023-06-09,6.32,2,35,62,
485856,Rental unit in Edinburgh · ★4.74 · 2 bedrooms · 4 beds · 1 bath,2404912,Carol,,"Canongate, Southside and Dumbiedykes",55.95222,-3.1770599,Entire home/apt,157,2,484,2023-05-26,3.65,3,8,67,
51505,Rental unit in Edinburgh · ★4.70 · 2 bedrooms · 4 beds · 1 bath,236828,Francois,,New Town West,55.9548,-3.19641,Entire home/apt,155,2,38,2023-05-22,0.25,14,2,26,
500696,Rental unit in Edinburgh · ★4.72 · 1 bedroom · 1 bed · 1 bath,224444157,Sue And Grant,,Tollcross,55.94451,-3.2036,Entire home/apt,90,3,336,2023-06-09,2.50,26,7,57,
509191,Condo in Edinburgh · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,851172,Zeb David,,Easter Road and Hawkhill Avenue,55.961281,-3.171197,Private room,56,1,29,2023-04-26,0.22,15,153,12,
54188,Boat in Edinburgh · ★4.61 · 3 bedrooms · 2 beds · 1.5 baths,253850,Natalie,,Dalry and Fountainbridge,55.94217,-3.20863,Entire home/apt,225,1,43,2022-07-03,0.33,2,181,1,
513895,Rental unit in Edinburgh · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,2531629,Karyn,,Deans Village,55.95005,-3.21074,Entire home/apt,221,2,129,2023-06-06,1.34,1,143,19,
55881,Rental unit in Edinburgh · ★4.83 · 4 bedrooms · 5 beds · 1 bath,264345,Susie,,Hillside and Calton Hill,55.95935,-3.17713,Entire home/apt,180,2,323,2023-06-10,2.18,1,2,36,
516445,Condo in Edinburgh · ★4.74 · 2 bedrooms · 2 beds · 2 baths,1801836,Shahid,,"Canongate, Southside and Dumbiedykes",55.95101,-3.17653,Entire home/apt,270,2,192,2023-05-21,1.46,4,148,13,
58682,Rental unit in Edinburgh · ★4.92 · 4 bedrooms · 7 beds · 2 baths,281109,Rona,,Comely Bank,55.95508,-3.21625,Entire home/apt,230,4,151,2023-05-25,1.27,3,23,17,
65216,Rental unit in Edinburgh · ★4.92 · 1 bedroom · 1 bed · 1 bath,318793,Sandy,,"Old Town, Princes Street and Leith Street",55.95011,-3.18748,Entire home/apt,100,365,102,2013-12-29,0.69,1,365,0,
520802,Condo in Edinburgh · ★4.98 · 3 bedrooms · 4 beds · 2 baths,2562187,Marta,,Abbeyhill,55.95397,-3.16811,Entire home/apt,166,2,179,2023-06-10,1.35,1,26,80,
74877,Loft in Edinburgh · ★4.80 · 2 bedrooms · 3 beds · 2 baths,394949,Derek,,North Leith and Newhaven,55.97785,-3.17872,Entire home/apt,180,2,153,2023-05-31,1.10,1,198,26,
85620,Rental unit in Edinburgh · ★4.92 · 1 bedroom · 1 bed · 1 bath,334208,Carrie,,Leith (Albert Street),55.96252,-3.17595,Entire home/apt,96,2,659,2023-06-10,4.53,1,2,88,
521385,Rental unit in Edinburgh · ★4.95 · 1 bedroom · 1 bed · 1 bath,2564448,Fiona,,"Old Town, Princes Street and Leith Street",55.94694,-3.19443,Entire home/apt,195,3,300,2023-04-21,2.24,2,87,26,
93904,Rental unit in Edinburgh · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,502783,Brett,,Deans Village,55.94571,-3.2189,Private room,78,1,599,2023-06-08,4.07,1,64,60,
97472,Rental unit in Edinburgh · ★4.50 · 2 bedrooms · 2 beds · 1 bath,486859,Alan,,Morningside,55.93,-3.20995,Entire home/apt,75,300,38,2021-08-30,0.26,1,284,0,
530628,Home in Edinburgh · ★4.48 · 5 bedrooms · 15 beds · 3.5 baths,2605039,John,,Deans Village,55.94924,-3.21623,Entire home/apt,279,1,221,2023-06-05,1.66,2,229,52,
531292,Condo in Edinburgh · ★4.85 · 2 bedrooms · 2 beds · 1 bath,2609833,Allan,,"Old Town, Princes Street and Leith Street",55.95067,-3.18424,Entire home/apt,110,2,573,2023-06-07,4.43,1,86,69,
545821,Home in Edinburgh · ★4.94 · 2 bedrooms · 3 beds · 1 shared bath,2683229,Sue,,Baberton and Juniper Green,55.909177,-3.287099,Private room,68,2,376,2023-06-07,2.85,1,38,42,
112625,Rental unit in Edinburgh · ★4.83 · 4 bedrooms · 5 beds · 1.5 baths,574430,Michele,,Meadows and Southside,55.93865,-3.1794,Entire home/apt,444,2,142,2023-04-23,0.98,1,21,18,
551652,Rental unit in Edinburgh · ★4.72 · 1 bedroom · 1 bed · 1.5 baths,2710898,Danielle,,Portobello,55.95852,-3.12248,Entire home/apt,65,3,94,2023-02-25,0.71,2,0,9,
118314,Rental unit in Edinburgh · ★4.87 · 2 bedrooms · 3 beds · 1 bath,597415,Daniela,,Leith (Hermitage and Prospect Bank),55.96814,-3.16032,Entire home/apt,160,2,221,2023-05-29,1.51,11,76,13,
551686,Condo in Edinburgh · ★4.73 · 1 bedroom · 1 bed · 1 bath,2710898,Danielle,,Portobello,55.95814514160156,-3.1230289936065674,Entire home/apt,119,3,88,2023-05-31,0.67,2,3,9,
562350,Rental unit in Edinburgh · ★4.72 · 2 bedrooms · 2 beds · 1 bath,2765595,Morris,,Deans Village,55.95246,-3.20368,Entire home/apt,229,3,61,2023-04-27,0.50,3,83,19,
122930,Rental unit in Edinburgh · ★4.88 · 1 bedroom · 1 bed · 1 bath,615381,James,,Meadowbank and Abbeyhill North,55.95851,-3.17078,Entire home/apt,109,4,799,2023-06-10,5.60,2,240,52,
142356,Rental unit in Edinburgh · ★4.57 · 1 bedroom · 1 bed · 1 bath,691610,Simon,,New Town West,55.95743,-3.20036,Entire home/apt,129,3,57,2023-05-31,0.39,1,1,13,
568026,Rental unit in Edinburgh · ★4.97 · 2 bedrooms · 3 beds · 1 bath,2794963,Derek,,Polwarth,55.93792,-3.22166,Entire home/apt,55,3,352,2020-08-31,2.66,1,0,0,
159769,Rental unit in Edinburgh · 2 bedrooms · 2 beds · 2.5 baths,273097,Lyn,,Newington and Dalkeith Road,55.93802,-3.17812,Entire home/apt,1500,7,1,2017-01-03,0.01,2,362,0,
573745,Rental unit in Edinburgh · ★4.70 · 2 bedrooms · 3 beds · 1 bath,2823210,Jessica,,South Leith,55.96673,-3.17416,Entire home/apt,127,2,278,2023-06-09,2.10,1,73,61,
579038,Rental unit in Edinburgh · ★4.58 · 2 bedrooms · 4 beds · 1 bath,2765595,Morris,,The Shore and Constitution Street,55.97177,-3.16851,Entire home/apt,204,3,25,2023-05-21,0.21,3,254,11,
163870,Rental unit in Edinburgh · ★4.93 · 2 bedrooms · 3 beds · 1 bath,129153119,Anne,,The Shore and Constitution Street,55.97511,-3.17058,Entire home/apt,89,2,247,2023-06-06,1.71,1,9,56,
170756,Bed and breakfast in Edinburgh · ★4.86 · 1 bedroom · 1 bed · 2.5 baths,278168,Maureen,,Tollcross,55.94385,-3.20925,Private room,59,1,469,2023-06-11,3.28,1,3,120,
591360,Rental unit in Edinburgh · ★4.87 · 3 bedrooms · 4 beds · 1.5 baths,2918371,Rachel,,New Town East and Gayfield,55.9589,-3.18714,Entire home/apt,104,3,334,2023-06-10,2.56,1,12,31,
177944,Condo in Edinburgh · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,851172,Zeb David,,Leith (Albert Street),55.961548,-3.171129,Private room,66,7,34,2023-05-21,0.24,15,181,6,
603443,Rental unit in Edinburgh · ★4.80 · 2 bedrooms · 2 beds · 1 bath,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95029,-3.18979,Entire home/apt,265,5,30,2023-05-15,0.47,15,267,22,
603446,Rental unit in Edinburgh · ★4.56 · 2 bedrooms · 3 beds · 1 bath,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,200,5,33,2023-05-23,0.26,15,302,22,
603501,Rental unit in Edinburgh · ★4.69 · 1 bedroom · 2 beds · 1 bath,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,170,5,27,2023-06-02,0.23,15,245,16,
180429,Condo in Edinburgh · ★4.49 · 1 bedroom · 1 bed · 1 shared bath,851172,Zeb David,,Leith (Albert Street),55.961548,-3.171129,Private room,99,1,76,2023-05-21,0.53,15,150,13,
603502,Rental unit in Edinburgh · ★4.78 · 1 bedroom · 1 bed · 1 bath,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,170,5,36,2023-05-27,0.66,15,239,24,
197220,Rental unit in Edinburgh · 1 bedroom · 1 bed,960760,Carl,,Marchmont East and Sciennes,55.93757,-3.18762,Private room,85,1,1,2012-01-03,0.01,1,0,0,
603671,Rental unit in Edinburgh · ★4.94 · 4 bedrooms · 8 beds · 3 baths,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,626,3,19,2023-05-22,0.15,15,300,3,
603672,Rental unit in Edinburgh · ★4.85 · 4 bedrooms · 8 beds · 3 baths,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,615,3,13,2023-06-01,0.14,15,325,1,
214571,Rental unit in Edinburgh · ★4.60 · 3 bedrooms · 4 beds · 2 baths,1107698,Michael,,"Old Town, Princes Street and Leith Street",55.94909,-3.19033,Entire home/apt,235,2,305,2023-06-05,2.18,1,185,51,
603674,Rental unit in Edinburgh · ★4.66 · 4 bedrooms · 20 beds · 4 baths,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95017,-3.18902,Entire home/apt,995,3,69,2023-05-29,0.54,15,287,22,
603996,Serviced apartment in Edinburgh · ★4.52 · 2 bedrooms · 3 beds · 2 baths,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Entire home/apt,469,2,102,2020-03-27,1.22,6,149,0,
216245,Rental unit in Edinburgh · ★4.45 · 2 bedrooms · 5 beds · 2 baths,173941,Neil,,Dalry and Fountainbridge,55.94392,-3.22007,Entire home/apt,214,2,33,2022-09-04,0.24,5,19,4,
612137,Condo in Edinburgh · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,2056916,Jennet,,Marchmont West,55.93627,-3.19568,Private room,79,1,380,2023-06-04,2.88,1,33,54,
229494,Condo in Edinburgh · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,1198626,Sally,,Newington and Dalkeith Road,55.94232,-3.17771,Private room,82,2,607,2023-06-07,4.27,1,276,59,
233839,Home in Edinburgh · ★4.74 · 1 bedroom · 1 bed · 1 bath,992589,Angie,,Drylaw,55.9637,-3.24809,Private room,25,2,380,2023-06-07,2.93,1,126,57,
613382,Rental unit in Edinburgh · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,3042010,Richie,,Morningside,55.92622,-3.20788,Private room,41,1,180,2018-06-25,1.37,1,0,0,
615726,Rental unit in Edinburgh · ★4.76 · 4 bedrooms · 4 beds · 1.5 baths,2717567,Carl,,Morningside,55.9255,-3.20878,Entire home/apt,164,28,70,2023-05-06,0.55,1,41,4,
619888,Rental unit in Edinburgh · ★4.83 · 1 bedroom · 1 bed · 1 bath,3071816,Maureen,,"Old Town, Princes Street and Leith Street",55.94752,-3.197,Entire home/apt,154,3,389,2023-05-25,3.10,6,20,65,
241511,Rental unit in Edinburgh · ★4.73 · 1 bedroom · 2 beds · 1 shared bath,1267059,David,,Broughton South,55.96497,-3.18745,Private room,34,1,194,2020-03-08,1.39,1,0,0,
256783,Rental unit in Edinburgh · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,273097,Lyn,,Newington and Dalkeith Road,55.93966,-3.1769,Private room,70,2,334,2023-06-10,2.37,2,224,27,
619889,Rental unit in Edinburgh · ★4.77 · 1 bedroom · 1 bed · 1 bath,3071816,Maureen,,"Old Town, Princes Street and Leith Street",55.94696,-3.19844,Entire home/apt,137,3,337,2023-05-28,2.74,6,64,39,
307715,Rental unit in Edinburgh · ★4.76 · 1 bedroom · 1 bed · 1 bath,1583173,Yvonne,,"Old Town, Princes Street and Leith Street",55.94877,-3.19564,Entire home/apt,212,3,206,2023-05-29,1.50,1,116,18,
622466,Rental unit in Edinburgh · ★4.76 · 2 bedrooms · 3 beds · 2 baths,173941,Neil,,Dalry and Fountainbridge,55.94342,-3.21801,Entire home/apt,214,2,55,2023-05-07,0.45,5,17,3,
622487,Rental unit in Edinburgh · ★4.24 · 2 bedrooms · 5 beds · 2 baths,173941,Neil,,Deans Village,55.94569,-3.22026,Entire home/apt,222,2,22,2022-09-10,0.18,5,12,2,
622500,Rental unit in Edinburgh · ★4.54 · 2 bedrooms · 5 beds · 2 baths,173941,Neil,,Dalry and Fountainbridge,55.94386,-3.21854,Entire home/apt,214,2,115,2022-12-04,0.92,5,0,6,
622532,Rental unit in Edinburgh · ★4.35 · 3 bedrooms · 7 beds · 2 baths,173941,Neil,,New Town East and Gayfield,55.96067,-3.18611,Entire home/apt,278,2,146,2023-02-13,1.14,5,22,5,
317080,Condo in Edinburgh · ★4.89 · 2 bedrooms · 2 beds · 1 shared bath,1510582,Vroni,,Tollcross,55.94302,-3.20228,Private room,60,3,109,2023-06-06,0.79,1,27,23,
624492,Rental unit in Edinburgh · ★4.70 · 2 bedrooms · 2 beds · 1 bath,3098393,Lorraine,,"Old Town, Princes Street and Leith Street",55.94722,-3.1996,Entire home/apt,220,4,37,2021-08-29,0.28,2,153,0,
627527,Rental unit in Edinburgh · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,3110470,Alan,,Broughton North and Powderhall,55.96706,-3.19422,Private room,74,2,400,2023-06-12,3.03,1,0,86,
327159,Rental unit in Edinburgh · ★4.81 · 1 bedroom · 1 bed · 1 bath,1672688,Maggie,,"Old Town, Princes Street and Leith Street",55.94688,-3.19712,Entire home/apt,160,1,75,2019-05-21,0.55,2,365,0,
639079,Rental unit in Edinburgh · ★4.87 · 1 bedroom · 2 beds · 1 bath,3149701,Eleanor,,"Old Town, Princes Street and Leith Street",55.94677,-3.19752,Entire home/apt,186,3,237,2023-06-12,1.80,2,41,27,
327161,Condo in Edinburgh · ★4.53 · 3 bedrooms · 5 beds · 2 baths,1672688,Maggie,,"Old Town, Princes Street and Leith Street",55.94771,-3.18458,Entire home/apt,152,3,80,2023-04-30,0.62,2,365,10,
639942,Rental unit in Edinburgh · ★4.80 · 2 bedrooms · 4 beds · 1 bath,3195122,Tamsin,,Hillside and Calton Hill,55.95918,-3.17219,Entire home/apt,132,2,116,2023-04-16,0.90,1,225,6,
340452,Rental unit in Edinburgh · ★4.95 · 1 bedroom · 1 bed · 1 bath,1727489,Roland,,Hillside and Calton Hill,55.95956,-3.18015,Entire home/apt,90,2,711,2023-06-01,5.19,1,57,90,
640398,Home in Edinburgh · ★4.80 · 1 bedroom · 2 beds · 1.5 shared baths,3196941,Shanna,,"Blackford, West Mains and Mayfield Road",55.92795,-3.17312,Private room,46,2,96,2020-01-01,0.73,4,0,0,
641458,Serviced apartment in Edinburgh · ★4.67 · 2 bedrooms · 4 beds · 2 baths,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Entire home/apt,590,2,144,2021-11-06,1.69,6,294,0,
641460,Serviced apartment in Edinburgh · ★4.55 · 2 bedrooms · 4 beds,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Hotel room,181,4,82,2022-08-28,0.68,6,194,5,
641461,Serviced apartment in Edinburgh · ★4.68 · 2 bedrooms · 4 beds,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Hotel room,181,4,125,2023-04-11,1.43,6,194,6,
642048,Rental unit in Edinburgh · ★4.63 · 1 bedroom · 1 bed · 1 bath,3208179,Mary,,Stockbridge,55.96196,-3.20651,Private room,37,1,51,2018-08-23,0.39,3,4,0,
352432,Rental unit in Edinburgh · ★4.68 · 3 bedrooms · 4 beds · 2 baths,1784753,Pamela,,Deans Village,55.94837,-3.22108,Entire home/apt,206,3,126,2023-06-04,0.95,1,28,27,
355938,Rental unit in Edinburgh · ★4.80 · 2 bedrooms · 3 beds · 1 bath,1801836,Shahid,,"Old Town, Princes Street and Leith Street",55.94929,-3.18991,Entire home/apt,297,2,143,2023-06-03,1.06,4,138,16,
356028,Rental unit in Edinburgh · ★4.88 · 1 bedroom · 1 bed · 1 bath,1802110,Deanna,,Bonnington,55.97228,-3.18869,Entire home/apt,95,5,33,2022-08-08,0.25,1,2,2,
361050,Condo in Edinburgh · ★4.94 · 1 bedroom · 2 beds · 2 shared baths,1825119,Anne,,Bruntsfield,55.93995,-3.20736,Private room,70,3,91,2023-06-07,0.68,1,135,21,
642252,Rental unit in Edinburgh · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,3208179,Mary,,Stockbridge,55.96114,-3.20674,Private room,35,1,167,2022-07-24,1.28,3,0,9,
363642,Home in Edinburgh · ★4.86 · 1 bedroom · 1 bed · 2.5 shared baths,1837147,Wendy,,Comiston and Swanston,55.90923,-3.21368,Private room,400,2,68,2019-11-06,0.52,1,10,0,
643693,Rental unit in Edinburgh · ★4.88 · 1 bedroom · 3 beds · 1 bath,3149701,Eleanor,,Newington and Dalkeith Road,55.94272,-3.17773,Entire home/apt,188,3,136,2023-06-04,1.04,2,29,25,
388297,Villa in Edinburgh · ★4.76 · 2 bedrooms · 3 beds · 2 baths,1942840,Yvonne,,Willowbrae and Duddingston Village,55.95281,-3.14962,Entire home/apt,210,7,93,2022-11-18,0.70,3,221,5,
647326,Rental unit in Edinburgh · ★4.70 · 2 bedrooms · 2 beds · 2 baths,3245297,Geoff,,The Shore and Constitution Street,55.97492,-3.16259,Entire home/apt,136,2,33,2023-06-11,0.35,1,10,19,
389318,Townhouse in Edinburgh · ★4.86 · 1 bedroom · 1 bed · 1 private bath,1947854,Rona,,Meadows and Southside,55.94313,-3.1808,Private room,72,2,407,2023-04-15,2.98,1,34,12,
651278,Rental unit in Edinburgh · ★4.72 · 2 bedrooms · 3 beds · 2 baths,51094166,Shimon,,Meadowbank and Abbeyhill North,55.95781,-3.16068,Entire home/apt,144,3,264,2023-05-27,2.03,1,29,49,
659483,Rental unit in Edinburgh · ★4.47 · 2 bedrooms · 3 beds · 1 bath,3327011,Kaddeer,,"Old Town, Princes Street and Leith Street",55.95047,-3.18902,Entire home/apt,221,2,141,2023-05-29,1.08,5,250,27,
391558,Condo in Edinburgh · ★4.96 · 1 bedroom · 1 bed · 1 bath,1958301,Joanne,,"Old Town, Princes Street and Leith Street",55.9577,-3.18784,Entire home/apt,139,3,72,2023-06-05,0.55,1,94,24,
391610,Condo in Edinburgh · ★4.93 · 1 bedroom · 1 bed · 1 private bath,1958560,Harriet,,Shandon,55.93106,-3.23188,Private room,60,3,528,2023-06-05,3.87,2,5,70,
662990,Rental unit in Edinburgh · ★4.10 · 1 bedroom · 2 beds · 1 bath,646220,Reserve,,Broughton North and Powderhall,55.96274,-3.19538,Entire home/apt,106,1,22,2023-05-26,0.18,47,17,11,
391611,Condo in EDINBURGH · ★4.82 · 1 bedroom · 2 beds · 1 shared bath,1958560,Harriet,,Shandon,55.93281,-3.23095,Private room,54,2,184,2023-05-20,1.35,2,14,6,
663405,Rental unit in Edinburgh · ★3.64 · 4 bedrooms · 4 beds · 2 baths,646220,Reserve,,Polwarth,55.93668,-3.22555,Entire home/apt,314,1,12,2023-05-29,0.09,47,0,6,
404888,Rental unit in Edinburgh · ★4.77 · 1 bedroom · 1 bed · 1 bath,1699475,Fiona,,Abbeyhill,55.95426,-3.16724,Entire home/apt,100,3,26,2023-05-31,0.20,1,25,6,
675104,Home in Edinburgh · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,3429247,Alison,,Marchmont East and Sciennes,55.93723,-3.1898,Private room,71,3,23,2019-11-30,0.18,2,0,0,
405790,Rental unit in Edinburgh · ★4.57 · 2 bedrooms · 3 beds · 1 bath,1947266,John,,"Old Town, Princes Street and Leith Street",55.95006,-3.19234,Entire home/apt,206,3,113,2023-06-04,0.90,1,28,9,
702800,Farm stay in Edinburgh · ★4.95 · 2 bedrooms · 5 beds · 2 baths,3608201,Vicky,,"Ratho, Ingliston and Gogar",55.91529,-3.34756,Entire home/apt,113,2,485,2023-06-12,3.96,3,22,51,
706832,Rental unit in Edinburgh · ★4.83 · 4 bedrooms · 5 beds · 2 baths,3632860,Sam,,Hillside and Calton Hill,55.95996,-3.17707,Entire home/apt,314,2,270,2023-06-10,2.23,1,286,50,
707097,Condo in Edinburgh · ★4.38 · 3 bedrooms · 7 beds · 2 baths,3092851,Lynne,,"Old Town, Princes Street and Leith Street",55.9498,-3.18354,Entire home/apt,345,2,68,2023-05-28,0.53,13,247,8,
408831,Home in Edinburgh · ★4.89 · 1 bedroom · 1 bed · 1 private bath,2035652,Liz,,Comiston and Swanston,55.90072,-3.22044,Private room,52,3,85,2022-09-09,0.65,2,59,7,
728199,Rental unit in Edinburgh · ★4.82 · 1 bedroom · 1 bed · 1 private bath,3776412,Tom,,Polwarth,55.93692,-3.22414,Private room,60,1,376,2023-06-11,2.90,1,201,50,
732008,Rental unit in Edinburgh · ★4.77 · 4 bedrooms · 8 beds · 2 baths,3810279,Frederika And Agnes,,Dalry and Fountainbridge,55.94192,-3.21878,Entire home/apt,162,2,305,2023-06-11,2.45,2,145,67,
419487,Rental unit in Edinburgh · ★4.74 · Studio · 1 bed · 1 bath,2084557,Rachel,,"Old Town, Princes Street and Leith Street",55.95044,-3.19512,Entire home/apt,120,3,188,2023-06-06,1.71,1,25,49,
744710,Rental unit in Edinburgh · ★4.96 · 2 bedrooms · 2 beds · 1 bath,3737047,Gareth,,Deans Village,55.95324,-3.20368,Entire home/apt,154,2,218,2023-06-06,1.71,1,19,10,
748646,Rental unit in Edinburgh · ★4.31 · 3 bedrooms · 4 beds · 1.5 baths,3930311,Adrian,,New Town East and Gayfield,55.95747,-3.18962,Entire home/apt,99,2,49,2022-10-31,0.45,1,0,13,
426766,Home in Edinburgh · ★4.75 · 1 bedroom · 1 bed · 1 bath,1961072,Javed,,Prestonfield,55.92897,-3.1552,Private room,119,1,132,2023-06-04,0.97,2,323,28,
749042,Rental unit in Edinburgh · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,3935818,Relo,,Northfield and Piershill,55.95535,-3.14812,Private room,26,2,75,2023-05-27,0.61,1,11,7,
754100,Rental unit in Edinburgh · ★4.79 · 2 bedrooms · 3 beds · 1 bath,3967512,Keith,,"Canongate, Southside and Dumbiedykes",55.95102,-3.1803,Entire home/apt,200,3,380,2023-06-02,3.11,4,253,68,
764949,Bed and breakfast in Edinburgh · 1 bedroom · 2 beds · 1.5 shared baths,4032602,Kim,,Newington and Dalkeith Road,55.93301,-3.172,Private room,75,1,1,2019-12-08,0.02,7,0,0,
767532,Rental unit in Edinburgh · ★4.67 · 1 bedroom · 2 beds · 1 bath,4048288,Martin,,"Old Town, Princes Street and Leith Street",55.95087,-3.18424,Entire home/apt,84,3,78,2020-08-24,0.62,14,0,0,
426770,Home in Edinburgh · ★4.93 · 1 bedroom · 1 bed · 1 bath,1961072,Javed,,Prestonfield,55.92925,-3.15734,Private room,90,1,103,2023-05-29,0.77,2,323,36,
769648,Rental unit in Edinburgh · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,4048288,Martin,,Broughton South,55.96569,-3.18386,Entire home/apt,84,3,53,2020-10-05,0.43,14,0,0,
428822,Guest suite in Edinburgh · ★4.93 · 2 bedrooms · 3 beds · 1 private bath,2131536,Carmela,,"Barnton, Cammo and Cramond South",55.96202,-3.3119,Private room,100,3,237,2020-01-02,2.84,1,0,0,
442465,Rental unit in Edinburgh · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,851172,Zeb David,,Easter Road and Hawkhill Avenue,55.96074,-3.17009,Private room,64,14,7,2022-09-10,0.05,15,30,1,
773926,Rental unit in Edinburgh · ★4.43 · 2 bedrooms · 2 beds · 2 baths,646220,Reserve,,Balgreen and Roseburn,55.9398,-3.26717,Entire home/apt,206,1,30,2023-05-22,0.32,47,25,10,
447206,Rental unit in Edinburgh · ★4.75 · 1 bedroom · 1 bed · 1 bath,2220775,Eva,,Abbeyhill,55.95561,-3.16749,Private room,39,3,773,2023-06-07,5.72,4,171,61,
790170,Condo in Edinburgh · ★4.96 · 2 bedrooms · 2 beds · 2.5 baths,4155880,Don,,Western Harbour and Leith Docks,55.98613,-3.18804,Entire home/apt,269,3,97,2023-04-15,0.80,1,23,21,
821573,Rental unit in Edinburgh · ★4.60 · 2 bedrooms · 1 bed · 1 bath,372744,Richard,,"Canongate, Southside and Dumbiedykes",55.95343,-3.17467,Entire home/apt,172,2,58,2023-04-30,0.49,3,141,29,
449083,Condo in Edinburgh · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,565761,Noël,,Abbeyhill,55.957,-3.16707,Private room,50,1,99,2023-06-07,1.68,1,0,33,
1455797,Rental unit in Edinburgh · ★5.0 · 1 bedroom · 1.5 shared baths,3503210,Toby,,Meadows and Southside,55.94328,-3.1821,Private room,120,25,11,2022-09-30,0.12,3,29,1,
822829,Rental unit in Edinburgh · ★4.74 · 3 bedrooms · 7 beds · 3 baths,1521996,Armando,,"Old Town, Princes Street and Leith Street",55.9562,-3.19168,Entire home/apt,361,2,187,2023-06-04,1.50,3,34,24,
834777,Rental unit in Edinburgh · ★4.75 · 2 bedrooms · 3 beds · 2 baths,2765595,Morris,,Deans Village,55.95202,-3.20342,Entire home/apt,264,3,63,2023-06-02,0.56,3,194,33,
1457502,Rental unit in Edinburgh · ★4.74 · 2 bedrooms · 3 beds · 1 bath,7741329,Trudi,,New Town West,55.95587,-3.19345,Entire home/apt,225,2,300,2023-05-28,2.55,4,260,50,
835396,Rental unit in Edinburgh · ★4.86 · 3 bedrooms · 7 beds · 1 bath,4368884,Peter,,Marchmont West,55.93634,-3.1984,Entire home/apt,150,2,258,2023-06-12,2.07,1,11,45,
838551,Townhouse in Edinburgh · ★4.86 · 1 bedroom · 3 beds · 1 shared bath,3429247,Alison,,Marchmont East and Sciennes,55.93922,-3.19157,Private room,64,2,72,2020-03-09,0.67,2,0,0,
