id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13613491,Rental unit in Edinburgh · ★4.89 · 2 bedrooms · 4 beds · 1 bath,78786693,Cameron,,"Inverleith, Goldenacre and Warriston",55.96652,-3.2029,Entire home/apt,210,2,695,2023-06-07,8.35,2,165,133,
13616305,Rental unit in Edinburgh · ★4.79 · 2 bedrooms · 2 beds · 1 bath,20323803,Prayas,,"Old Town, Princes Street and Leith Street",55.94908,-3.18943,Entire home/apt,137,2,497,2023-05-28,6.37,2,110,78,
13271341,Rental unit in Edinburgh · ★4.63 · 1 bedroom · 1 bed · 2 shared baths,19446059,Paul,,Leith (Albert Street),55.96141,-3.17811,Private room,35,2,155,2023-06-08,1.82,9,177,45,
13273495,Rental unit in Edinburgh · ★4.92 · 1 bedroom · 1 bed · 1 bath,27179857,Janet,,Bruntsfield,55.93542,-3.20816,Entire home/apt,111,3,407,2023-06-09,4.89,1,23,61,
13273588,Rental unit in Edinburgh · ★4.60 · 1 bedroom · 1 bed · 2 shared baths,19446059,Paul,,Leith (Albert Street),55.96218,-3.17924,Private room,40,2,192,2023-06-08,2.27,9,212,60,
13273704,Rental unit in Edinburgh · ★4.96 · 2 bedrooms · 5 beds · 2 baths,556350,Steinvor,,New Town East and Gayfield,55.9582,-3.19421,Entire home/apt,240,3,49,2023-05-21,0.59,1,5,17,
13273780,Rental unit in Edinburgh · ★4.50 · 1 bedroom · 1 bed · 2 shared baths,19446059,Paul,,Leith (Albert Street),55.96286,-3.17841,Private room,31,2,146,2023-04-09,1.73,9,226,39,
13279143,Rental unit in Edinburgh · ★4.97 · 1 bedroom · 1 bed · 1 bath,74856492,Nicola,,Canonmills and New Town North,55.96057,-3.19526,Private room,129,3,58,2020-01-03,0.68,2,255,0,
13280603,Rental unit in Edinburgh · ★4.96 · 1 bedroom · 2 beds · 1 bath,24978014,Valerie,,"Blackford, West Mains and Mayfield Road",55.92479,-3.18613,Entire home/apt,60,2,270,2023-06-10,3.19,1,60,32,
13617880,Home in Edinburgh · 4 bedrooms · 4 beds · 1.5 baths,1496500,Naomi,,Merchiston and Greenhill,55.92561,-3.21976,Entire home/apt,115,2,2,2018-05-28,0.03,1,0,0,
13288666,Rental unit in Edinburgh · ★4.92 · 1 bedroom · 1 bed · 1 bath,73511796,Emma,,Meadowbank and Abbeyhill North,55.95670700073242,-3.1614699363708496,Private room,30,2,52,2022-08-29,0.63,1,0,3,
13621384,Rental unit in Edinburgh · ★4.97 · 2 bedrooms · 3 beds · 1 bath,78896219,Lukasz,,Northfield and Piershill,55.95604,-3.14428,Entire home/apt,113,3,155,2023-06-04,1.86,1,8,27,
13299260,Condo in Edinburgh · 1 bedroom · 1 bed · 1 shared bath,75092196,Archie,,The Grange,55.93422,-3.19624,Private room,150,1,1,2022-09-11,0.11,1,275,1,
13305112,Rental unit in Edinburgh · ★4.31 · 1 bedroom · 1 bed · 1 shared bath,75160785,Alvaro,,Pilrig,55.96479,-3.18068,Private room,20,1,14,2018-07-02,0.23,1,0,0,
13308472,Rental unit in Edinburgh · ★4.92 · 2 bedrooms · 3 beds · 1.5 baths,43109987,Sandy,,Merchiston and Greenhill,55.93748,-3.21591,Entire home/apt,200,3,121,2023-05-31,1.45,1,7,21,
13315322,Rental unit in Edinburgh · ★4.83 · 1 bedroom · 2 beds · 1 bath,74342710,Amanda Frances,,Meadows and Southside,55.94633,-3.19636,Entire home/apt,194,1,681,2023-06-06,8.02,1,15,113,
13315564,Home in Edinburgh · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,66621785,Elaine,,Gilmerton South and the Murrays,55.89439,-3.14992,Private room,32,2,91,2023-06-06,1.07,1,176,34,
13639419,Rental unit in Edinburgh · ★4.97 · 1 bedroom · 1 bed · 1 bath,73207614,Lilian,,"Canongate, Southside and Dumbiedykes",55.94526,-3.18651,Entire home/apt,103,2,328,2023-06-11,3.87,1,13,75,
13315856,Townhouse in Edinburgh · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,2264155,Ewelina,,Craigmillar,55.92938,-3.14308,Private room,60,3,29,2023-05-29,0.35,1,31,13,
13326398,Rental unit in Edinburgh · ★4.94 · 1 bedroom · 1 bed · 1 private bath,5361963,June And Gordon,,Deans Village,55.94904,-3.22034,Private room,66,2,100,2023-06-07,1.19,2,155,39,
13641736,Rental unit in Edinburgh · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,79135500,Fran,,Hillside and Calton Hill,55.96094,-3.18117,Private room,200,7,19,2017-07-13,0.22,1,180,0,
13335883,Rental unit in Edinburgh · ★4.83 · 2 bedrooms · 3 beds · 1.5 baths,8350113,Samantha,,Pilrig,55.96367,-3.1805,Entire home/apt,123,2,354,2023-05-28,4.15,1,45,37,
13646331,Rental unit in Edinburgh · ★4.97 · 1 bedroom · 2 beds · 1 shared bath,74109557,Beata,,Stockbridge,55.96023,-3.20558,Private room,120,2,62,2023-05-03,0.74,3,305,16,
13350277,Rental unit in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,10273399,Dave,,Great Junction Street,55.97353,-3.17617,Private room,44,7,11,2023-05-28,0.61,3,230,6,
13647360,Condo in Edinburgh · ★4.78 · 2 bedrooms · 2 beds · 1 bath,76438730,Renzo,,Colinton Mains and Firrhill,55.91128,-3.23234,Entire home/apt,131,4,18,2022-09-30,0.22,1,0,3,
13353228,Rental unit in Edinburgh · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,36365310,Catherine,,Comely Bank,55.95876,-3.22167,Private room,46,2,214,2023-06-11,2.55,1,2,53,
13652039,Rental unit in Edinburgh · ★4.97 · 1 bedroom · 1 bed · 1 private bath,7169447,Emma,,New Town West,55.9575,-3.19982,Private room,77,1,425,2023-06-08,5.04,2,34,123,
13663459,Home in Edinburgh · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,79429967,Nadia,,Marchmont East and Sciennes,55.93601,-3.18446,Private room,55,1,23,2019-08-19,0.28,1,6,0,
13374340,Home in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 private bath,75962674,Victoria,,Hillside and Calton Hill,55.95711,-3.17717,Private room,106,2,24,2023-06-11,0.29,1,100,20,
13663710,Rental unit in Edinburgh · ★4.81 · 1 bedroom · 2 beds · 1 bath,18533047,Michal,,South Leith,55.96767,-3.17205,Entire home/apt,93,3,427,2023-06-01,5.05,1,25,84,
13386167,Rental unit in Edinburgh · ★4.83 · 4 bedrooms · 4 beds · 2 baths,3347799,Katie,,"Old Town, Princes Street and Leith Street",55.94798,-3.20158,Entire home/apt,333,2,35,2023-06-06,0.41,29,7,8,
13400481,Rental unit in Edinburgh · ★4.73 · 1 bedroom · 1 bed · 1.5 shared baths,41638717,Adam,,Newington and Dalkeith Road,55.94032,-3.17803,Private room,42,3,101,2023-06-04,1.21,2,21,15,
13666656,Rental unit in Edinburgh · ★4.85 · 1 bedroom · 1 bed · 1 bath,21501952,Stuart,,Meadowbank and Abbeyhill North,55.95694,-3.16291,Entire home/apt,90,2,499,2023-05-28,5.92,2,122,67,
13667133,Rental unit in Edinburgh · ★4.92 · 1 bedroom · 1 bed · 1 bath,13135752,Pier Luigi,,Easter Road and Hawkhill Avenue,55.96483,-3.17497,Entire home/apt,122,3,214,2023-05-29,2.54,13,25,21,
13404391,Rental unit in Edinburgh · ★4.82 · 2 bedrooms · 3 beds · 0 baths,76306561,David,,"Old Town, Princes Street and Leith Street",55.95222,-3.19548,Entire home/apt,215,2,321,2023-05-21,3.78,1,22,33,
13670126,Home in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,79507562,Carole,,Colinton and Kingsknowe,55.91203,-3.23923,Private room,30,2,24,2022-06-11,0.29,1,11,0,
13411661,Rental unit in Edinburgh · ★4.76 · 3 bedrooms · 4 beds · 2 baths,5116371,Dele,,Deans Village,55.94663,-3.21646,Entire home/apt,286,2,307,2023-05-28,3.61,4,19,48,
13685453,Rental unit in Edinburgh · ★4.90 · 2 bedrooms · 3 beds · 1 bath,1764377,Ryan,,Abbeyhill,55.95508,-3.16766,Entire home/apt,61,3,140,2020-02-16,1.67,1,0,0,
13413535,Home in Edinburgh · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,40459436,Suzanna,,Portobello,55.95318,-3.11866,Private room,40,1,250,2023-06-09,3.01,2,235,63,
13693411,Rental unit in Edinburgh · ★4.62 · 2 bedrooms · 2 beds · 1 bath,87762710,Denise,,Dalry and Fountainbridge,55.943905,-3.218742,Entire home/apt,153,1,318,2023-06-11,3.82,38,13,41,
13694779,Rental unit in Edinburgh · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,944144,Chiara,,Marchmont East and Sciennes,55.93835,-3.19401,Private room,69,3,48,2023-05-31,0.61,1,34,16,
13414289,Rental unit in Edinburgh · ★4.71 · 2 bedrooms · 3 beds · 1 bath,53973647,Katie,,"Old Town, Princes Street and Leith Street",55.95117,-3.18933,Entire home/apt,167,3,209,2023-06-04,2.46,1,2,35,
13438435,Rental unit in Edinburgh · ★4.86 · 2 bedrooms · 2 beds · 1 bath,224444157,Sue And Grant,,"Old Town, Princes Street and Leith Street",55.94993,-3.19301,Entire home/apt,225,3,307,2023-06-11,4.19,26,11,61,
13697224,Rental unit in Edinburgh · ★4.72 · 1 bedroom · 2 beds · 1 bath,75449587,Houst,,Stockbridge,55.95907,-3.20734,Entire home/apt,88,2,237,2023-05-29,2.85,1,281,39,
13461673,Rental unit in Edinburgh · ★4.88 · 1 bedroom · 1 bed · 1 bath,8579207,Tom & Izzy,,Broughton South,55.96338,-3.18879,Entire home/apt,83,1,549,2023-05-27,6.53,2,147,104,
13697391,Rental unit in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,2805790,Jan,,Canonmills and New Town North,55.96057,-3.19538,Private room,85,2,38,2021-08-15,0.46,1,68,0,
13470443,Rental unit in Edinburgh · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,62822896,Roy,,Hillside and Calton Hill,55.95905,-3.17293,Private room,60,2,17,2023-05-31,0.20,2,0,7,
13478503,Rental unit in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 private bath,77154019,Fraser,,Gorgie West,55.93312,-3.23575,Private room,35,1,20,2023-05-31,0.27,1,12,11,
13706880,Rental unit in Edinburgh · ★4.61 · 2 bedrooms · 3 beds · 1 bath,79991656,Simone,,New Town West,55.956161,-3.208339,Entire home/apt,161,2,153,2023-05-26,1.83,1,199,13,
13487525,Rental unit in Edinburgh · ★4.54 · 3 bedrooms · 5 beds · 2 baths,11362736,Sonia,,Deans Village,55.95167,-3.21952,Entire home/apt,150,1,116,2023-05-28,1.37,15,302,37,
13489159,Rental unit in Edinburgh · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,53081555,David,,Meadowbank and Abbeyhill North,55.95747,-3.16165,Private room,39,1,271,2023-06-06,3.19,1,219,44,
13707337,Rental unit in Edinburgh · ★4.93 · 2 bedrooms · 3 beds · 2 baths,80008921,Giles,,Marchmont West,55.9346,-3.19808,Entire home/apt,125,2,55,2021-07-16,0.66,1,0,0,
13709052,Cottage in Edinburgh · ★4.72 · Studio · 1 bed · 1 bath,64888433,John,,Cramond,55.97875,-3.30022,Entire home/apt,66,1,843,2023-05-26,10.01,1,230,134,
13494126,Bungalow in Edinburgh · ★4.88 · 1 bedroom · 1 bed · 1 private bath,46967189,Catherine,,East Craigs North,55.9488,-3.30145,Private room,32,3,279,2023-06-09,3.29,1,76,62,
13728554,Rental unit in Edinburgh · ★4.88 · 2 bedrooms · 2 beds · 1 bath,80288040,Elaine,,Deans Village,55.9502,-3.2095,Entire home/apt,304,5,8,2019-08-25,0.10,1,50,0,
13500058,Rental unit in Edinburgh · ★4.77 · 4 bedrooms · 5 beds · 3 baths,63855917,Jason,,Deans Village,55.95396,-3.20346,Entire home/apt,443,3,152,2023-06-03,1.81,9,22,34,
13729573,Rental unit in Edinburgh · ★4.85 · 1 bedroom · 2 beds · 1 bath,41142369,Sarah,,New Town West,55.95847,-3.20569,Entire home/apt,129,10,56,2023-05-28,0.67,1,113,11,
13501543,Rental unit in Edinburgh · ★4.87 · 3 bedrooms · 6 beds · 2 baths,77446947,Rebecca And Sandy,,Pilrig,55.96689,-3.17518,Entire home/apt,140,3,343,2023-05-26,4.06,1,28,66,
13738281,Guesthouse in Queensferry · ★4.92 · Studio · 3 beds · 1 bath,29624153,Alison,,Queensferry East,55.98988,-3.39432,Entire home/apt,106,3,98,2023-05-27,1.18,1,244,21,
13741044,Townhouse in Edinburgh · ★4.96 · 1 bedroom · 1 bed · 1 private bath,80444289,Gilly,,New Town West,55.95608,-3.20518,Private room,93,2,169,2023-06-12,2.03,1,153,63,
13506156,Rental unit in Edinburgh · ★4.82 · 2 bedrooms · 3 beds · 1 bath,42184064,Kevin,,Portobello,55.9551,-3.11068,Entire home/apt,160,3,108,2023-06-09,1.35,1,232,16,
13745468,Home in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 bath,77785626,Christine,,Colinton and Kingsknowe,55.91241,-3.26692,Private room,160,2,11,2023-06-01,0.15,1,349,5,
13506588,Rental unit in Edinburgh · ★4.88 · 2 bedrooms · 2 beds · 1 bath,77499633,Marco,,Stenhouse and Saughton Mains,55.93149,-3.26502,Entire home/apt,140,3,40,2023-05-22,0.48,1,287,15,
13767091,Rental unit in Edinburgh · ★4.48 · 1 bedroom · 1 bed · 1 bath,80751573,Scott,,Meadowbank and Abbeyhill North,55.95771,-3.16771,Entire home/apt,83,5,58,2023-05-22,0.97,1,54,29,
13510058,Rental unit in Edinburgh · ★4.07 · 1 bedroom · 1 bed · 1 shared bath,14885690,Cathal,,The Grange,55.93651,-3.19282,Private room,86,2,15,2022-08-30,0.18,2,22,4,
13783541,Rental unit in Edinburgh · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,80944600,Pamela,,Trinity,55.97339,-3.20381,Private room,52,1,76,2019-12-01,0.91,2,0,0,
13511164,Rental unit in Edinburgh · ★4.95 · 1 bedroom · 1 bed · 1 bath,76188225,James,,Meadows and Southside,55.9441,-3.19478,Entire home/apt,168,2,166,2023-05-27,1.97,1,97,21,
13805189,Rental unit in Edinburgh · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,74109557,Beata,,Stockbridge,55.95971,-3.20495,Private room,120,2,74,2023-05-28,0.89,3,305,8,
13524437,Home in Queensferry · ★4.94 · 1 bedroom · 2 beds · 1 shared bath,69266529,Agnes,,Queensferry East,55.9884,-3.38552,Private room,50,1,436,2023-06-11,5.14,1,56,67,
13814176,Rental unit in Edinburgh · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,81331280,Maggi,,Dalry and Fountainbridge,55.94436,-3.2142,Private room,31,2,150,2022-09-13,1.80,1,0,6,
13527124,Rental unit in Edinburgh · ★4.76 · 2 bedrooms · 3 beds · 2 baths,74804215,Aileen,,Comiston and Swanston,55.90644,-3.20911,Entire home/apt,99,2,37,2022-08-27,0.44,1,0,6,
13822029,Rental unit in Edinburgh · ★4.84 · 2 bedrooms · 4 beds · 1 bath,81440727,Greig,,"Canongate, Southside and Dumbiedykes",55.95323,-3.17667,Entire home/apt,230,2,396,2023-05-19,4.72,2,47,53,
13560297,Home in Edinburgh · ★4.51 · 1 bedroom · 1 bed · 2.5 shared baths,24217323,Anouk,,"Blackford, West Mains and Mayfield Road",55.92514,-3.16671,Private room,97,3,43,2022-09-01,0.52,4,349,1,
13826299,Rental unit in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,81495990,Vasiliki,,Marchmont West,55.93751,-3.19653,Private room,70,1,11,2023-01-01,0.19,1,0,4,
13586705,Rental unit in Edinburgh · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,78454741,Paul,,Meadowbank and Abbeyhill North,55.95831,-3.17012,Private room,40,1,128,2023-06-02,1.51,1,219,33,
13594963,Rental unit in Edinburgh · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,12965238,Juan,,Great Junction Street,55.97363,-3.17724,Private room,74,3,28,2023-06-10,0.33,1,56,12,
13834395,Rental unit in Edinburgh · ★4.88 · 3 bedrooms · 4 beds · 2 baths,81369535,Scott,,Meadows and Southside,55.94128,-3.20216,Entire home/apt,300,3,269,2023-06-11,3.22,1,40,62,
13838887,Rental unit in Edinburgh · ★4.86 · 2 bedrooms · 3 beds · 1 bath,23765017,Angela,,Deans Village,55.9478,-3.23062,Entire home/apt,93,2,80,2021-12-13,0.96,1,0,0,
14008505,Rental unit in Edinburgh · ★4.95 · 3 bedrooms · 5 beds · 1.5 baths,14584866,Stuart,,New Town West,55.95455,-3.20271,Private room,271,14,42,2017-12-17,0.50,1,134,0,
13843893,Rental unit in Edinburgh · ★4.85 · 2 bedrooms · 3 beds · 1 bath,32570333,Bobby,,Stockbridge,55.95977,-3.2103,Entire home/apt,100,2,219,2020-03-08,2.62,1,0,0,
14010131,Rental unit in Edinburgh · ★4.92 · 1 bedroom · 1 bed · 1 bath,57495786,Luke & Jolita,,Tollcross,55.94603,-3.20238,Entire home/apt,57,28,156,2023-05-20,1.88,2,18,7,
13860080,Serviced apartment in Edinburgh · ★4.72 · 3 bedrooms · 3 beds · 1 bath,3327011,Kaddeer,,"Old Town, Princes Street and Leith Street",55.94577,-3.19081,Entire home/apt,528,14,189,2020-02-21,2.41,5,288,0,
14013461,Rental unit in Edinburgh · ★4.86 · 1 bedroom · 2 beds · 1 bath,13884127,Esther & Angus,,Merchiston and Greenhill,55.93683,-3.20679,Entire home/apt,77,5,133,2021-12-14,1.61,1,0,0,
13861035,Home in Edinburgh · ★4.38 · 4 bedrooms · 4 beds · 1 bath,81901064,Cinthia,,"Blackford, West Mains and Mayfield Road",55.92967,-3.18354,Entire home/apt,350,14,8,2019-08-25,0.10,1,122,0,
13864501,Rental unit in Edinburgh · ★4.89 · 1 bedroom · 1 bed · 1 bath,13135752,Pier Luigi,,Hillside and Calton Hill,55.96104,-3.17556,Entire home/apt,123,3,260,2023-05-27,3.09,13,36,35,
14022231,Rental unit in Edinburgh · ★4.95 · 1 bedroom · 2 beds · 1 bath,12144248,Aileen,,"Old Town, Princes Street and Leith Street",55.94691,-3.19713,Entire home/apt,130,3,474,2023-06-01,5.69,2,20,89,
13873484,Rental unit in Edinburgh · ★4.93 · 1 bedroom · 1 bed · 1 bath,16695323,Sue,,Easter Road and Hawkhill Avenue,55.96096,-3.16721,Entire home/apt,85,7,43,2023-01-01,0.52,1,5,5,
14031697,Rental unit in Edinburgh · ★4.97 · 1 bedroom · 1 bed · 1 bath,25292169,Kerry,,Pilrig,55.96675,-3.17707,Entire home/apt,64,8,128,2021-08-25,1.54,1,0,0,
13876104,Rental unit in Edinburgh · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,47413040,Jeanette,,Canonmills and New Town North,55.96143,-3.19969,Private room,75,3,38,2019-09-23,0.46,2,25,0,
14031707,Rental unit in Edinburgh · ★4.91 · 2 bedrooms · 2 beds · 1 bath,84023705,Isty,,Trinity East and The Dudleys,55.97567,-3.18869,Entire home/apt,75,1,11,2017-07-20,0.13,1,0,0,
13876433,Rental unit in Edinburgh  · ★4.75 · 1 bedroom · 2 beds · 1 bath,20866935,Daniel,,Broughton South,55.96228,-3.17975,Entire home/apt,84,3,409,2023-05-28,4.85,1,31,60,
14035149,Rental unit in Edinburgh · ★4.86 · 2 bedrooms · 2 beds · 1 bath,9811888,Rebecca,,Stockbridge,55.95816,-3.2128,Entire home/apt,95,2,44,2019-08-26,0.56,1,0,0,
13880866,Rental unit in Edinburgh · ★4.50 · 1 bedroom · 1 bed · 1 bath,62065147,Graham,,Abbeyhill,55.95515,-3.17059,Entire home/apt,100,5,12,2023-05-24,0.14,1,61,11,
14036416,Rental unit in Edinburgh · ★4.90 · 3 bedrooms · 3 beds · 1 bath,13202722,Sean,,Tollcross,55.94728,-3.20233,Entire home/apt,79,1,92,2021-08-29,1.10,2,0,0,
14041276,Rental unit in Edinburgh · ★4.95 · 2 bedrooms · 2 beds · 1 bath,30305025,Claire,,Deans Village,55.95081,-3.21653,Entire home/apt,171,4,59,2023-06-03,0.71,1,43,17,
13888376,Rental unit in Edinburgh · ★4.84 · 1 bedroom · 2 beds · 1 bath,12445650,Helen,,Bruntsfield,55.9381,-3.20998,Entire home/apt,92,3,209,2023-06-10,2.51,1,38,35,
14047628,Rental unit in Edinburgh · ★4.86 · 2 bedrooms · 3 beds · 1 bath,27162227,Paula,,Leith (Albert Street),55.96224,-3.17727,Entire home/apt,66,2,7,2016-09-12,0.08,1,99,0,
13912910,Rental unit in Edinburgh · ★4.81 · 2 bedrooms · 2 beds · 1 bath,82530749,Sam,,Dalry and Fountainbridge,55.94505,-3.21875,Entire home/apt,98,2,114,2020-09-20,1.37,1,0,0,
14048340,Rental unit in Edinburgh · ★4.91 · 1 bedroom · 1 bed · 1 bath,609206,Melissa,,New Town West,55.95232,-3.21049,Entire home/apt,119,3,88,2023-06-03,1.12,2,204,27,
13919152,Condo in Edinburgh · ★4.96 · 1 bedroom · 1 shared bath,7312483,Elaina,,Abbeyhill,55.9554,-3.16996,Private room,45,2,75,2020-03-21,0.89,2,0,0,
14052246,Condo in Edinburgh · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,84283148,Scibor,,Meadowbank and Abbeyhill North,55.958617086999844,-3.170407129522684,Private room,79,1,91,2023-06-04,1.09,1,59,4,
13922673,Rental unit in Edinburgh · ★4.95 · 2 bedrooms · 3 beds · 2 baths,5071247,Angela,,"Blackford, West Mains and Mayfield Road",55.93066,-3.17493,Entire home/apt,136,3,118,2023-06-11,1.42,1,2,19,
14054962,Rental unit in Edinburgh · ★4.95 · 2 bedrooms · 3 beds · 1 bath,4866804,Zoe,,Newington and Dalkeith Road,55.93724,-3.1767,Entire home/apt,160,3,280,2023-06-08,3.36,1,174,49,
13923644,Rental unit in Edinburgh · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,82674003,Val & Robert,,Meadows and Southside,55.9434,-3.18289,Private room,45,3,82,2022-08-28,0.98,1,0,2,
14060971,Condo in Edinburgh · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,19219190,Olga,,"Old Town, Princes Street and Leith Street",55.94936,-3.18315,Private room,51,2,239,2023-06-09,2.85,3,74,41,
14060999,Rental unit in Edinburgh · ★4.93 · 1 bedroom · 1 bed · 1 private bath,29271283,Cedric,,Broughton South,55.96805518120178,-3.184457658855219,Private room,47,1,15,2023-05-30,7.50,1,212,15,
13925594,Home in Edinburgh · ★4.87 · 1 bedroom · 1 bed · 1 private bath,50392764,Natalia,,The Grange,55.92868,-3.18798,Private room,90,1,137,2023-06-04,1.64,4,156,39,
13925786,Rental unit in Edinburgh · ★4.80 · 3 bedrooms · 15 beds · 2 baths,139217664,Don,,Tollcross,55.94699,-3.20645,Entire home/apt,543,2,110,2023-06-11,1.42,2,286,40,
14064587,Rental unit in Edinburgh · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,48510258,Esther,,Western Harbour and Leith Docks,55.98019,-3.18878,Private room,38,3,55,2023-04-14,0.66,1,191,20,
13926102,Rental unit in Edinburgh · ★4.50 · 2 bedrooms · 2 beds · 1 bath,87762710,Denise,,Tollcross,55.94648,-3.20414,Entire home/apt,210,1,76,2023-06-07,0.91,38,18,31,
14072569,Rental unit in Edinburgh · ★4.96 · 1 bedroom · 1 bed · 1 private bath,84535387,Nick,,Deans Village,55.9538,-3.21687,Private room,85,2,71,2023-06-04,0.85,1,41,17,
13938000,Rental unit in Edinburgh · ★4.92 · 2 bedrooms · 2 beds · 2 baths,82864924,Mary,,South Leith,55.96515,-3.16885,Entire home/apt,138,3,53,2023-06-11,0.64,1,45,21,
13950705,Home in Edinburgh · ★4.44 · 1 bedroom · 1 bed · 2.5 baths,24217323,Anouk,,"Blackford, West Mains and Mayfield Road",55.92299,-3.16678,Private room,200,10,18,2021-12-05,0.23,4,0,0,
14073974,Rental unit in Edinburgh · ★4.92 · 3 bedrooms · 3 beds · 2 baths,67807886,Alfie,,Deans Village,55.95027,-3.21203,Entire home/apt,350,4,52,2023-05-24,0.63,1,79,15,
13951631,Home in Edinburgh · ★4.75 · 1 bedroom · 1 bed · 2.5 shared baths,24217323,Anouk,,"Blackford, West Mains and Mayfield Road",55.9247,-3.16883,Private room,150,7,65,2022-05-28,0.78,4,349,0,
14085002,Rental unit in Edinburgh · ★4.86 · 1 bedroom · 2 beds · 1.5 baths,17807277,Melanie,,"Old Town, Princes Street and Leith Street",55.94888,-3.19446,Entire home/apt,149,2,392,2023-05-25,4.69,1,113,60,
14089151,Rental unit in Edinburgh · ★4.98 · 4 bedrooms · 5 beds · 2 baths,55767659,Susan,,Meadows and Southside,55.94082,-3.18185,Entire home/apt,300,2,194,2023-06-09,2.33,1,203,47,
14105987,Home in Edinburgh · ★4.78 · 1 bedroom · 2 beds · 1 shared bath,84938016,Kelly,,Niddrie,55.93443,-3.11711,Private room,56,2,79,2023-05-29,0.95,1,83,6,
14108447,Rental unit in Edinburgh · ★4.97 · 2 bedrooms · 3 beds · 2 baths,84774144,Margaret,,Hillside and Calton Hill,55.9584,-3.1788,Entire home/apt,184,2,148,2023-05-29,1.78,1,176,32,
14121236,Rental unit in Edinburgh · ★4.89 · 1 bedroom · 1 bed · 1 bath,61922447,Rachel,,Great Junction Street,55.96911,-3.17348,Entire home/apt,60,1,19,2020-03-08,0.23,1,0,0,
13954039,Rental unit in Edinburgh · ★4.86 · 1 bedroom · 2 beds · 1 bath,34515386,Jonathan,,Gorgie West,55.9362,-3.23938,Entire home/apt,78,3,312,2023-06-02,3.72,4,18,48,
14123290,Townhouse in Edinburgh · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,44689805,Louise,,"Blackford, West Mains and Mayfield Road",55.92844,-3.16925,Private room,90,2,131,2023-06-09,1.67,4,61,45,
13954823,Rental unit in Edinburgh · ★5.0 · 3 bedrooms · 3 beds · 2 baths,53339107,Jill,,Polwarth,55.93689,-3.21753,Entire home/apt,400,2,4,2021-06-27,0.05,2,66,0,
13956485,Rental unit in Edinburgh · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,75273360,Mike,,Corstorphine,55.93938,-3.28041,Entire home/apt,72,1,256,2023-06-09,3.06,1,187,100,
14135437,Bungalow in Edinburgh · ★4.99 · Studio · 1 bed · 1 bath,44405561,Allan,,"Ratho, Ingliston and Gogar",55.95889,-3.33201,Entire home/apt,150,3,301,2023-06-09,3.60,1,313,44,
13959778,Rental unit in Edinburgh · ★4.94 · Studio · 2 beds · 1 bath,83078326,Brian & Christine.,,"Old Town, Princes Street and Leith Street",55.95025,-3.19447,Entire home/apt,180,2,194,2023-06-08,2.30,1,171,81,
14136030,Rental unit in Edinburgh · ★4.77 · 3 bedrooms · 4 beds · 2 baths,10078285,Click And Rent Edinburgh,,Deans Village,55.95247,-3.21628,Entire home/apt,229,3,181,2023-06-07,2.17,16,32,23,
14138296,Rental unit in Edinburgh · ★4.61 · 1 bedroom · 1 bed · 1 bath,10078285,Click And Rent Edinburgh,,"Old Town, Princes Street and Leith Street",55.94976,-3.19313,Entire home/apt,164,2,312,2023-05-28,3.74,16,65,44,
13963143,Rental unit in Edinburgh · ★4.89 · 3 bedrooms · 3 beds · 2 baths,2395141,Ali,,New Town East and Gayfield,55.9576,-3.19307,Entire home/apt,385,2,27,2023-06-10,0.33,1,16,10,
14139242,Rental unit in Edinburgh · ★4.60 · 2 bedrooms · 2 beds · 1 bath,85342567,Tristan,,Balgreen and Roseburn,55.94531,-3.23505,Entire home/apt,225,7,20,2023-05-28,0.24,1,28,3,
